Product Name,Manufacturer,CPU manufacturer,CPU brand modifier,CPU generation,CPU Speed (GHz),RAM (GB),RAM Type,Bus (MHz),Storage (GB),Screen Size (inch),Screen Resolution,Refresh Rate (Hz),GPU manufacturer,Weight (kg),Battery,Price (VND)
ASUS Expertbook B5 B5402cva Ki0229w,asus,Intel,I7,71,2.2,16,DDR5,,512,14.0,1920 x 1080,60,Intel,1.29,"63WHrs, 3S1P, 3-cell Li-ion",
ASUS Vivobook 15x Oled M3504ya L1268w,asus,AMD,Ryzen 5,7,4.3,16,DDR4,,512,15.6,1920 x 1080,60,AMD,1.7,"50WHrs, 3S1P, 3-cell Li-ion",
ASUS Rog Strix G16 G614jv N3514w,asus,Intel,I7,71,2.6,16,DDR5,4800,1024,16.0,1920 x 1200,165,NVIDIA,2.5,"90WHrs, 4S1P, 4-cell Li-ion (Sạc lại từ 0-50% trong 30 phút)",
ASUS X509ja Ej020t,asus,,I5,,,4,DDR4,,1024,15.6,1920 x 1080,60,Intel,1.9,2 Cell,
ASUS Zenbook Ux425ea Bm069t,asus,Intel,I5,11,,8,DDR4,,512,14.0,1920 x 1080,60,Intel,1.17,4-cell Li-ion,
ASUS Gaming Rog Zephyrus G14 Ga401qm 211 Zg14,asus,,Ryzen 9,,,16,DDR4,3200,1024,14.0,,120,NVIDIA,6.0,"4-cell, 76 WHrs",
ASUS Tuf Gaming F15 Fx507vu Lp197w 16gb,asus,Intel,I7,71,2.4,16,DDR5,4800,2048,15.6,1920 x 1080,144,NVIDIA,2.2,"90WHrs, 4S1P, 4-cell Li-ion",
ASUS X409ja Ek015t,asus,Intel,I3,10,,4,DDR4,2666,512,14.0,1920 x 1080,,Intel,1.5,2-cell Li-ion,
ASUS Expertbook B1 B1402cva Nk0062w,asus,Intel,I5,51,1.3,8,DDR4,,512,14.0,1920 x 1080,60,Intel,1.46,"42WHrs, 3S1P, 3-cell Li-ion",
ASUS Rog Strix G18 G814jir N6108w,asus,Intel,I9,14,2.2,32,DDR5,5600,1024,18.0,2560 x 1600,240,NVIDIA,3.0,"90WHrs, 4S1P, 4-cell Li-ion",
ASUS Zenbook S 13 Oled Ux5304va Nq126w,asus,Intel,I7,71,5.0,32,DDR5,,1024,13.3,2880 x 1800,60,Intel,1.0,63WHrs 4Cell,
ASUS Gaming Rog Strix Scar 18 G834jyr R6011w,asus,Intel,I9,91,,64,DDR5,5600,2048,18.0,2560 x 1600,240,NVIDIA,3.1,"90WHrs, 4S1P, 4-cell Li-ion",
ASUS Gaming Rog Zephyrus G16 Gu605mv Qr196ws,asus,Intel,,,2.3,32,DDR5,,1024,16.0,2560 x 1600,240,NVIDIA,1.85,"90WHrs, 4S1P, 4-cell Li-ion",
ASUS Expertbook B1 B1502cva Nj0050w,asus,Intel,I5,53,1.3,8,DDR4,,512,15.6,1920 x 1080,60,Intel,1.69,"42WHrs, 3S1P, 3-cell Li-ion",
ASUS Rog Strix Scar 16 G634jyr Ra132w,asus,Intel,I9,14,2.2,64,DDR5,5600,2048,16.0,2560 x 1600,240,NVIDIA,2.65,"90WHrs, 4S1P, 4-cell Li-ion Sạc lại từ 0-50% trong 30 phút",
ASUS Rog Strix Scar 18 G834jzr R6160,asus,Intel,I9,14,2.2,32,DDR5,5600,1024,18.0,2560 x 1600,240,NVIDIA,3.1,"90WHrs, 4S1P, 4-cell Li-ion",
ASUS Rog Zephyrus G16 Ga605wi Qr152ws,asus,AMD,,3,2.0,32,DDR5,,1024,16.0,2560 x 1600,240,NVIDIA,1.85,"90WHrs, 4S1P, 4-cell Li-ion Sạc lại từ 0-50% trong 30 phút",
ASUS Expertbook B9403cva Km0351x,asus,Intel,I7,71,1.7,32,DDR5,,1024,14.0,2880 x 1800,90,Intel,0.99,"63WHrs, 3S1P, 3-cell Li-ion",
ASUS Rog Strix G16 G614ju N3506w,asus,Intel,I5,51,2.4,16,DDR5,4800,1024,16.0,1920 x 1200,165,NVIDIA,2.5,"90WHrs, 4S1P, 4-cell Li-ion Sạc lại từ 0-50% trong 30 phút",
ACER Aspire Lite 16 Gen 2 Al16 52p 572a,acer,Intel,I5,51,3.4,16,DDR5,4800,2048,16.0,1920 x 1200,60,Intel,1.7,58Whr 3-cell 65W PD Type-C Adapter,14790000
ACER Gaming Nitro Lite 16 Nl16 71g 71uj,acer,Intel,I7,71,3.6,16,DDR5,4800,2048,16.0,1920 x 1200,165,NVIDIA,1.95,53Wh 3-cell Li-ion battery 100W Type C adapter,23990000
Gaming ACER Nitro V Anv15 51 57b2,acer,Intel,I5,51,4.6,16,DDR5,5200,2048,15.6,1920 x 1080,144,NVIDIA,2.1,"4 Cell, 57 Whr",26990000
Gaming ACER Nitro V Anv15 41 R7ap,acer,AMD,Ryzen 5,7,3.3,16,DDR5,4800,4096,15.6,1920 x 1080,180,NVIDIA,2.1,57Whr 4-cell Adapter: 135W AC adapter,22990000
ACER Gaming Aspire 7 A715 59g 57tu,acer,Intel,I5,51,3.3,16,DDR4,3200,4096,15.6,1920 x 1080,144,NVIDIA,1.99,"Pin Li-ion 3 cell 54,8Wh Bộ đổi nguồn AC 150W",20490000
ACER Aspire Go 15 Ag15 51p 3151,acer,Intel,I3,31,1.2,8,DDR5,5600,2048,15.3,1920 x 1200,60,Intel,1.7,"53 Wh 3-cell, 65W PD PCR 50%, TCO 9.0 AC adapter",10990000
Gaming ACER Nitro V Anv15 51 72vs,acer,Intel,I7,71,4.9,16,DDR5,5200,2048,15.6,1920 x 1080,144,NVIDIA,2.1,"4 cell, 57Wh",25990000
ACER Gaming Nitro Lite 16 Nl16 71g 56wq,acer,Intel,I5,51,3.4,16,DDR5,4800,2048,16.0,1920 x 1200,165,NVIDIA,1.95,Pin Li-ion 3 cell 53Wh Bộ chuyển đổi TypeC 100W,21990000
ACER Nitro V Anv15 41 R2up,acer,AMD,Ryzen 5,6,3.3,16,DDR5,4800,4096,15.6,1920 x 1080,165,NVIDIA,2.1,"57Whr 4-cell, 135W AC Adapter",18690000
ACER Gaming Nitro V 15 Propanel Anv15 41 R7cr,acer,AMD,Ryzen 5,7,3.3,16,DDR5,4800,4096,15.6,1920 x 1080,180,NVIDIA,2.1,"57Whr 4-cell Li-ion Battery, 135W AC Adapter",26990000
ACER Aspire Lite 14 Al14 71m 52gq,acer,Intel,I5,51,4.5,16,DDR5,4800,2048,14.0,1920 x 1200,60,Intel,1.55,3 cell 58WHrs,15990000
Gaming ACER Nitro V 15 Propanel Anv15 51 73bt,acer,Intel,I7,71,3.6,16,DDR5,5200,4096,15.6,1920 x 1080,180,NVIDIA,2.1,57Whr 4-cell 135W 5.5 PHY Adapter,27990000
ACER Gaming Nitro V 15 Propanel Anv15 41 R9m1,acer,AMD,Ryzen 5,7,3.3,16,DDR5,4800,4096,15.6,1920 x 1080,180,NVIDIA,2.1,Pin Li-ion 4 cell 57Whr Bộ đổi nguồn AC 135W,21990000
ACER Aspire 3 A315 58 53s6,acer,Intel,I5,51,2.4,8,DDR4,2400,2048,15.6,1920 x 1080,60,Intel,1.7,36.7 Wh 2-cell Li-ion battery,15990000
ACER Aspire Lite Gen 2 Al14 52m 32kv,acer,Intel,I3,31,3.3,8,DDR5,4800,2048,14.0,1920 x 1200,60,Intel,1.5,Pin Li-ion 3 cell 58Wh Bộ chuyển đổi 65W PD Type C,9990000
ACER Aspire Lite 15 Al15 41p R3u5,acer,AMD,Ryzen 7,5,1.8,16,DDR4,3200,2048,15.6,1920 x 1080,60,AMD,1.7,"Pin Li-ion 3 cell 58Wh, Bộ chuyển đổi 65W PD Type C",12990000
ACER Aspire Lite 16 Al16 51p 72s2,acer,Intel,I7,71,3.5,24,DDR5,4800,2048,16.0,1920 x 1200,60,Intel,1.8,Li-ion Battery 58Whr 3-cell 65W PD Type-C Adapter,16990000
ACER Aspire Lite 15 Al15 42p R08m,acer,AMD,Ryzen 7,7,2.0,16,DDR4,3200,2048,15.6,1920 x 1080,60,AMD,1.7,58Wh 3-cell Li-ion battery 65W Type-C Adapter,15490000
ACER Aspire Lite 15 Al15 71p 517d,acer,Intel,I5,51,4.4,16,DDR4,4800,512,15.6,1920 x 1080,60,Intel,1.79,58Wh 3-cell Li-ion battery,15490000
ACER Gaming Aspire 7 A715 59g 73lb,acer,Intel,I7,71,3.5,16,DDR4,3200,4096,15.6,1920 x 1080,144,NVIDIA,1.99,"Pin Li-ion 3 cell 54,8Wh Bộ đổi nguồn AC 150W",23990000
ACER Gaming Nitro V 15 Propanel Anv15 41 R0fe,acer,AMD,Ryzen 7,7,3.2,16,DDR5,4800,4096,15.6,1920 x 1080,180,NVIDIA,2.1,"57Whr 4-cell Li-ion Battery, 135W AC Adapter",25990000
ACER Aspire Lite Al16 51p 55n7,acer,Intel,I5,51,3.3,16,DDR5,4800,2048,16.0,1920 x 1200,60,Intel,1.8,58Whr 3-cell 65W PD Type-C Adapter,14990000
ACER Nitro V 15 Propanel Anv15 51 73uu,acer,Intel,I7,71,3.6,16,DDR5,5200,4096,15.6,1920 x 1080,180,NVIDIA,2.1,"57Whr 4-cell, 135W 5.5 PHY Adapter",27990000
ACER Gaming Predator Helios Neo 16 Ai Phn16 73 757w,acer,Intel,,,4.5,32,DDR5,6400,1024,16.0,2560 x 1600,240,NVIDIA,2.7,Pin Li-ion 4 cell 90Wh Bộ đổi nguồn AC 230W,54990000
ACER Gaming Nitro V 15 Propanel Anv15 52 59aa,acer,Intel,I5,51,3.4,16,DDR4,3200,2048,15.6,1920 x 1080,180,NVIDIA,2.1,Pin Li-ion 4 cell 76Wh Bộ chuyển đổi 135W 5.5PHY,28990000
ACER Aspire Lite 15 Al15 72p 581v,acer,Intel,I5,51,3.5,16,DDR5,4800,2048,15.6,1920 x 1080,60,Intel,1.79,Pin Li-ion 3 cell 58Wh Bộ đổi nguồn AC 90W,15990000
ACER Aspire Lite 15 Al15 72p 7232,acer,Intel,I7,71,3.6,16,DDR5,4800,2048,15.6,1920 x 1080,60,Intel,1.79,58Wh 3-cell Li-ion battery 90W AC adapter,16990000
ACER Gaming Nitro V 15 Propanel Anv15 41 R0y4,acer,AMD,Ryzen 7,7,3.2,16,DDR5,4800,4096,15.6,1920 x 1080,180,NVIDIA,2.1,Pin Li-ion 4 cell 57Whr Bộ đổi nguồn AC 135W,26990000
ACER Gaming Nitro V 15 Propanel Anv15 52 72bm,acer,Intel,I7,71,3.6,16,DDR4,3200,2048,15.6,1920 x 1080,180,NVIDIA,2.1,Pin Li-ion 4 cell 76Wh Bộ chuyển đổi 135W 5.5PHY,30990000
ACER Swift Lite 14 Ai Sfl14 51m 56hs,acer,Intel,,,3.6,16,DDR5,4800,2048,14.0,1920 x 1200,60,Intel,1.27,58Whr 3-cell 65W PD Type-C Adapter,19990000
ACER Swift Lite 14 Ai Sfl14 51m 78xz,acer,Intel,,,3.8,16,DDR5,5600,2048,14.0,1920 x 1200,60,Intel,1.27,58Whr 3-cell 65W PD Type-C Adapter,22990000
ACER Aspire Go 14 Ai Ag14 71m 57wr,acer,Intel,,,3.6,16,DDR5,5600,2048,14.0,1920 x 1200,60,Intel,1.5,Pin Li-ion 3 cell 55 Wh Bộ chuyển đổi AC USB Type-C 65 W PD,18990000
ACER Swift 14 Ai Sf14 51 53p9,acer,Intel,,,3.5,16,DDR5,8533,1024,14.0,2880 x 1800,90,Intel,1.26,"Pin Li-ion 3 cell 65 Wh 3 pin USB Type-C 65 W PD PCR 50%, Bộ đổi nguồn AC TCO 9.0",34990000
ACER Gaming Nitro V 16 Ai Propanel Anv16s 61 R9zv,acer,AMD,,3,5.0,32,DDR5,5600,4096,16.0,2560 x 1600,180,NVIDIA,2.1,Pin Li-ion 4 cell 76Wh Bộ đổi nguồn AC 135W,44990000
ACER Swift 14 Ai Sf14 51 75vp,acer,Intel,,,3.7,32,DDR5,8533,1024,14.0,2880 x 1800,90,Intel,1.26,"Pin Li-ion 3 cell 65 Wh 3 pin USB Type-C 65 W PD PCR 50%, Bộ đổi nguồn AC TCO 9.0",39990000
ACER Aspire Ai A14 61m R9ra,acer,AMD,,3,3.4,16,DDR5,8533,2048,14.0,1920 x 1200,120,AMD,1.25,"65Wh 4-cell Li-ion battery, 65W TypeC adapter",
ACER Gaming Predator Helios 16 Ai Ph16 73 950c,acer,Intel,,,4.6,32,DDR5,6400,2048,16.0,2560 x 1600,240,NVIDIA,2.65,"90Wh 4-cell Li-ion battery, 330W AC Adapter",
ACER Swift Edge 14 Ai Sfe14 51t 52kd,acer,Intel,,,3.5,32,DDR5,8533,2048,14.0,2880 x 1800,120,Intel,0.99,65Wh 3-cell Li-ion battery - Công nghệ sạc nhanh 100W TypeC adapter,
ACER Predator Triton Neo 16 Ptn16 51 78jq,acer,Intel,,,3.8,32,DDR5,7467,2048,16.0,2560 x 1600,240,NVIDIA,2.4,"76Whr, 230W 5.5Phy Adapter",
ACER Swift X Ai Oled Sfx14 72g 79uw,acer,Intel,,,1.4,32,DDR5,6400,1024,14.5,2880 x 1800,120,NVIDIA,1.5,"76 Whr 4-cell, Adapter: 100W Type-C adapter",
ACER Gaming Nitro 16 Ai Propanel An16s 61 R5f4,acer,AMD,,3,3.5,16,DDR5,5600,4096,16.0,1920 x 1200,180,NVIDIA,2.18,Pin Li-ion 4 cell 76Wh Bộ đổi nguồn AC 230W,42990000
ACER Gaming Predator Helios 16 Ai Ph16 73 93hd,acer,Intel,,,4.6,32,DDR5,6400,2048,16.0,2560 x 1600,240,NVIDIA,2.65,"90Wh 4-cell Li-ion battery, 330W AC Adapter",
ACER Aspire 5 A515 58p 71ej,acer,Intel,I7,71,3.7,16,DDR5,4800,1024,15.6,1920 x 1080,60,Intel,1.7,50 Wh 3-cell Li-ion battery,
ACER Swift X Sfx14 71g 78sy,acer,Intel,I7,71,3.7,32,DDR5,4800,1024,14.5,2880 x 1800,120,NVIDIA,1.5,76Wh Li-ion battery,
ACER Aspire Go 15 Ag15 72p 776j,acer,Intel,,,1.2,16,DDR4,3200,2048,15.6,1920 x 1080,60,Intel,1.53,"55Wh 3-cell Li-ion battery, 65W Type-C Adapter",
ACER Swift X Ai Oled Sfx14 72g 708x,acer,Intel,,,1.4,32,DDR5,6400,1024,14.5,2880 x 1800,120,NVIDIA,1.5,"76 Whr 4-cell, Adapter: 100W Type-C adapter",
ACER Gaming Nitro V 16 Ai Propanel Anv16s 61 R0b8,acer,AMD,,3,4.8,16,DDR5,5600,4096,16.0,1920 x 1200,180,NVIDIA,2.1,Pin Li-ion 4 cell 76Wh Bộ đổi nguồn AC 135W,34990000
ACER Swift X Ai Oled Sfx14 72g 77f9,acer,Intel,,,1.4,32,DDR5,6400,1024,14.5,2880 x 1800,120,NVIDIA,1.5,"76 Whr 4-cell, Adapter: 100W Type-C adapter",
ACER Aspire Go 14 Ag14 72p 563l,acer,Intel,,,3.8,16,DDR4,3200,2048,14.0,1920 x 1200,60,Intel,1.4,"55Wh 3-cell Li-ion battery, 65W Type-C Adapter",
ACER Aspire Lite 15 Al15 42p R8e6,acer,AMD,Ryzen 5,7,2.3,16,DDR4,3200,2048,15.6,1920 x 1080,60,AMD,1.7,"58Wh 3-cell Li-ion battery, 65W Type-C Adapter",
Gaming ACER Nitro 5 Tiger An515 58 52sp,acer,Intel,I5,51,4.5,16,DDR4,3200,2048,15.6,1920 x 1080,144,NVIDIA,2.5,"4-cell, 57.5 Wh",27990000
ACER Gaming Aspire 7 A715 76 53pj,acer,Intel,I5,51,4.4,16,DDR4,3200,1024,15.6,1920 x 1080,60,Intel,2.1,"3-cell, 50Wh",16990000
ACER Swift Go 14 Ai Sfg14 73 71zx,acer,Intel,,71,3.8,16,DDR5,6400,512,14.0,2880 x 1800,120,Intel,1.3,"4 cell 65 Wh , Pin liền",26990000
ACER Gaming Aspire 5 A515 58gm 53pz,acer,Intel,I5,51,3.4,16,DDR4,3200,2048,15.6,1920 x 1080,60,NVIDIA,1.7,50Wh Li-ion,20490000
ACER Aspire 7 A715 76g 5806,acer,Intel,I5,12,2.0,16,DDR4,3200,1024,15.6,1920 x 1080,144,NVIDIA,2.1,"3-cell Li-ion, 50 Wh",22990000
Gaming ACER Nitro V Anv15 51 55ca,acer,Intel,I5,51,4.6,16,DDR5,5200,2048,15.6,1920 x 1080,144,NVIDIA,2.1,"4 cell, 57Wh",27990000
Gaming ACER Nitro V Anv15 51 58an,acer,Intel,I5,51,4.6,16,DDR5,5200,2048,15.6,1920 x 1080,144,NVIDIA,2.1,4 cell - 57 Wh,21490000
Gaming ACER Nitro 5 Eagle An515 57 54mv,acer,Intel,I5,51,2.6,8,DDR4,3200,2048,15.6,1920 x 1080,144,NVIDIA,2.2,"4-cell, 57.5 Wh",26490000
ACER Aspire 3 A314 42p R3b3,acer,AMD,Ryzen 7,5,4.3,16,DDR4,,1024,14.0,1920 x 1200,60,AMD,1.4,3 cell 50 Wh,13990000
ACER Aspire 3 Spin 14 A3sp14 31pt 387z,acer,Intel,I3,,,8,DDR5,,512,14.0,1920 x 1200,60,Intel,1.5,40Wh Li-ion battery,14990000
ACER Gaming Aspire 7 A715 76g 73fm,acer,Intel,I7,71,,16,DDR4,3200,1024,15.6,1920 x 1080,144,NVIDIA,2.1,50 Wh 3-cell Li-ion battery,23990000
Gaming ACER Nitro 5 An515 58 52sp 43910,acer,Intel,I5,51,3.3,8,DDR4,3200,2048,15.6,1920 x 1080,,NVIDIA,2.5,"4-cell, 57.5 Wh",27990000
ACER Aspire 3 A315 58 529v Nx Addsv 00n,acer,Intel,I5,51,2.4,8,DDR4,2400,2048,15.6,1920 x 1080,60,Intel,1.7,36.7Wh,
Gaming ACER Nitro V Anv16 41 R6na,acer,AMD,Ryzen 7,8,3.8,16,DDR5,5600,2048,16.0,1920 x 1200,165,NVIDIA,2.5,57Whr 4-cell Adapter: 135W AC adapter,34990000
ACER Aspire 7 A715 76g 55t6,acer,Intel,I5,12,3.3,16,DDR4,3200,1024,15.6,1920 x 1080,144,NVIDIA,2.1,50 Wh Lithium-ion,
Gaming ACER Nitro V Anv16 41 R7en,acer,AMD,Ryzen 7,8,3.8,16,DDR5,5600,4096,16.0,1920 x 1200,165,NVIDIA,2.5,57Whr 4-cell Adapter: 135W AC adapter,28790000
Gaming ACER Nitro V Anv16 41 R36y,acer,AMD,Ryzen 7,8,3.8,16,DDR5,5600,2048,16.0,1920 x 1200,165,NVIDIA,2.5,57Whr 4-cell Adapter: 135W AC adapter,31990000
ACER Gaming Nitro 16 Ai Propanel An16s 61 R193,acer,AMD,,3,2.0,16,DDR5,5600,4096,16.0,2560 x 1600,180,NVIDIA,2.18,"76Wh 4-cell Li-ion battery, 230W 5.5PHY Adapter",
ACER Gaming Nitro V 16 Ai Propanel Anv16s 61 R7kq,acer,AMD,,3,2.0,16,DDR5,,4096,16.0,1920 x 1200,180,NVIDIA,2.1,"76Wh 4-cell Li-ion battery, 135W 5.5PHY Adapter",
ACER Gaming Aspire 7 A715 59g 78wg,acer,Intel,I7,71,3.6,16,DDR4,3200,4096,15.6,1920 x 1080,144,NVIDIA,2.07,"54.8Wh 4-cell Li-ion, 150W adapter",
ACER Aspire 3 A315 42 R4xd,acer,,Ryzen 5,,2.1,8,,,512,15.6,,,Intel,1.7,2 cell,
ACER Aspire Go 15 Ag15 72p 54gy,acer,Intel,,,3.8,16,DDR4,3200,2048,15.6,1920 x 1080,60,Intel,1.53,"55Wh 3-cell Li-ion, 65W Type-C Adapter",
Gaming ACER Nitro 5 An515 55 5923,acer,Intel,I5,10,,8,DDR4,2933,512,15.6,1920 x 1080,,NVIDIA,2.3,Lithium-ion,
ACER Aspire Lite 16 Gen 2 Al16 52p 76du,acer,Intel,I7,13,1.7,16,DDR5,4800,2048,16.0,1920 x 1200,60,Intel,1.7,"3-cell Li-ion, 58 Wh",
ACER Gaming Predator Helios Neo Phn16 72 78l4,acer,Intel,I7,71,3.9,16,DDR5,5600,1024,16.0,2560 x 1600,240,NVIDIA,2.8,90Whr 4-cell 230W 5.5Phy Adapter,
ACER Aspire 3 A315 44p R9w8,acer,AMD,Ryzen 7,5,1.8,8,DDR4,3200,2048,15.6,1920 x 1080,60,AMD,1.7,50 Wh 3-cell Li-ion battery,
Gaming ACER Nitro 5 An515 45 R6ev Nhqbmsv 006,acer,AMD,Ryzen 5,5,,16,DDR4,3200,512,15.6,1920 x 1080,,NVIDIA,2.2,"4-cell Li-ion, 57 Wh",
ACER Gaming Nitro V 16 Ai Propanel Anv16s 71 75lr,acer,Intel,,,1.8,32,DDR5,5600,4096,16.0,2560 x 1600,180,NVIDIA,2.1,"76Wh 4-cell Li-ion battery, 135W_5.5PHY adapter",
ACER Aspire Go 15 Ag15 72p 35x9,acer,Intel,I3,31,3.3,8,DDR4,3200,2048,15.6,1920 x 1080,60,Intel,1.53,"55Wh 3-cell Li-ion, 65W Type-C Adapter",
Gaming ACER Nitro V Anv16 41 R6zy,acer,AMD,Ryzen 5,8,4.3,16,DDR5,5600,4096,16.0,1920 x 1200,165,NVIDIA,2.5,57Whr 4-cell Adapter: 135W AC adapter,27490000
ACER Gaming Nitro V 15 Propanel Anv15 52 59rr,acer,Intel,,,3.6,16,DDR4,3200,2048,15.6,1920 x 1080,180,NVIDIA,2.1,"76Wh 4-cell Li-ion battery, 135W 5.5PHY Adapter",
ACER Nitro V 16 Propanel Anv16 41 R36y,acer,AMD,Ryzen 7,8,3.8,16,DDR5,5600,2048,16.0,1920 x 1200,165,NVIDIA,2.5,57Whr 4-cell Adapter: 135W AC adapter,
ACER Gaming Aspire 5 A515 58gm 598j,acer,Intel,I5,51,4.6,16,DDR4,3200,2048,15.6,1920 x 1080,144,NVIDIA,1.78,50 Wh,
ACER Gaming Aspire 7 A715 76 728x,acer,Intel,I7,12,3.5,16,DDR4,,512,15.6,1920 x 1080,60,Intel,2.1,,19990000
ACER Aspire 5 A515 58p 56rp,acer,Intel,I5,51,3.4,16,DDR5,,2048,15.6,1920 x 1080,,Intel,1.7,50Wh Li-ion battery,16990000
ACER Gaming Nitro V 15 Anv15 41 R732,acer,AMD,Ryzen 5,6,3.3,16,DDR5,4800,4096,15.6,1920 x 1080,165,NVIDIA,2.1,"57Whr 4-cell, 135W 5.5PHY Adapter",
ACER Gaming Nitro V 16s Propanel Anv16s 41 R337,acer,AMD,Ryzen 7,2,3.8,16,DDR5,5600,4096,16.0,1920 x 1200,180,NVIDIA,2.1,"76Wh 4-cell Li-ion battery, 135W 5.5PHY Adapter",
ACER Aspire 5 A514 56p 55k5,acer,Intel,I5,51,1.3,16,DDR5,6400,512,14.0,1200 x 1920,,Intel,1.5,"3 cell 50 Wh , Pin liền",16990000
ACER Gaming Aspire 7 A715 59g 55md,acer,Intel,I5,51,3.4,16,DDR4,3200,4096,15.6,1920 x 1080,144,NVIDIA,2.07,"54.8Wh 4-cell Li-ion, 150W adapter",
ACER Swift Go 14 Ai Sfg14 75 5264,acer,Intel,,,3.5,16,DDR5,8533,2048,14.0,1920 x 1200,60,Intel,1.24,"65Wh 4-cell Li-ion battery, 100W TypeC adapter",
ACER Swift Go 14 Sfg14 41 R251,acer,AMD,Ryzen 5,7,4.3,16,DDR4,4800,1024,14.0,1920 x 1080,60,AMD,1.25,"50Wh Li-ion, 65W Type-C adapter",
MSI Katana 15 B13vfk 676vn,msi,Intel,I7,71,3.6,16,DDR5,5200,1024,15.6,1920 x 1080,144,NVIDIA,2.25,"3 cell, 53.5Whr",30990000
MSI Katana 15 B13udxk 2270vn 16gb,msi,Intel,I5,51,2.6,16,DDR5,5200,1024,15.6,1920 x 1080,144,NVIDIA,2.25,3-Cell,22990000
MSI Modern 14 C12mo 660vn,msi,Intel,I5,51,4.4,16,DDR4,3200,512,14.0,1920 x 1080,,Intel,1.4,39Wh,15990000
MSI Gaming Katana A15 Ai B8ve 402vn,msi,AMD,,7,,16,DDR5,5600,512,15.6,1920 x 1080,144,NVIDIA,2.25,3-Cell 53.5 Battery (Whr),28990000
MSI Katana 15 Hx B14wek 286vn,msi,Intel,I5,14,,16,DDR5,5600,4096,15.6,2560 x 1440,165,NVIDIA,2.4,4 cell 75 Whrs,33690000
MSI Modern 14 F13mg 240vncp,msi,Intel,I5,51,4.6,16,DDR4,3200,512,14.0,1920 x 1080,60,Intel,1.5,3 Cell Int (46.8Wh),14590000
MSI Gaming Thin 15 B13uc 3247vn,msi,Intel,I5,51,,16,DDR4,3200,4096,15.6,1920 x 1080,144,NVIDIA,1.86,3CELLS/3S1P,19590000
MSI Katana 15 B13vek 2256vn,msi,Intel,I7,71,,16,DDR5,5200,512,15.6,1920 x 1080,144,NVIDIA,2.25,"3-cell, 53.5WHr",26990000
MSI Stealth A16 Ai A3xwfg 018vn RYZEN Ai 9,msi,AMD,,3,2.0,32,DDR5,5600,1024,16.0,2560 x 1600,240,NVIDIA,2.1,4 cell / 99.9 Whr,63690000
MSI Gaming Thin 15 B13uc 2081vn,msi,Intel,I5,51,,16,DDR4,3200,512,15.6,1920 x 1080,144,NVIDIA,1.86,3-Cell 52.4 Battery (Whr),20990000
MSI Stealth A16 Ai A3xwhg 085vn RYZEN Ai 9,msi,AMD,,3,,32,DDR5,,1024,16.0,2560 x 1600,240,NVIDIA,2.1,"4-cell, 99.9 Whr",73990000
MSI Cyborg 15 A13uc 2082vn,msi,Intel,I7,71,,16,DDR5,5600,4096,15.6,1920 x 1080,144,NVIDIA,1.98,3 Cells 53.5 Whrs,20990000
MSI Modern 14 F13mg 466vn,msi,Intel,I5,13,1.3,24,DDR4,3200,512,14.0,1920 x 1080,60,Intel,1.5,"3-cell, 46.8 Wh",15990000
MSI Gaming Thin 15 B13ve 2824vn,msi,Intel,I5,51,,16,DDR4,3200,512,15.6,1920 x 1080,144,NVIDIA,1.86,"3-cell, 52.4WHr",22990000
MSI Katana 15 B13udxk 2411vn,msi,Intel,I7,71,4.9,16,DDR5,5200,512,15.6,1920 x 1080,144,NVIDIA,2.304,3 Cell Int (53.5Wh),24490000
MSI Katana 15 B13udxk 2269vn 16gb,msi,Intel,I7,71,2.4,16,DDR5,5200,1024,15.6,1920 x 1080,144,NVIDIA,2.25,3-Cell,24990000
MSI Cyborg 15 B2rwekg 402vn,msi,Intel,,,4.8,16,DDR5,5200,512,15.6,1920 x 1080,144,NVIDIA,2.207,4 Cell Int (55.2Wh),27690000
MSI Katana 15 B13udxk 2213vn,msi,Intel,I5,51,3.5,16,DDR5,5200,1024,15.6,1920 x 1080,144,NVIDIA,2.25,"3 cell, 53.5Whr",23490000
MSI Katana 15 Hx B14wek 027vn,msi,Intel,I7,71,2.2,32,DDR5,5600,512,15.6,2560 x 1440,165,NVIDIA,2.4,"4 cell 75 Wh , Pin liền",37690000
MSI Gaming Thin 15 B13uc 1411vn 24gb,msi,Intel,I7,71,,24,DDR4,3200,512,15.6,1920 x 1080,144,NVIDIA,1.86,"3-cell, 52.4WHr",20990000
MSI Cyborg 14 A13udx 099vn,msi,Intel,I7,71,4.9,16,DDR5,5200,512,14.0,1920 x 1200,144,NVIDIA,1.6,"3 cell, 53.5Whr",25390000
MSI Modern 14 C12m 241vn,msi,Intel,I7,71,4.7,8,DDR4,3200,512,14.0,1920 x 1080,60,Intel,1.4,39 Wh,19990000
MSI Venture 14 Ai A1mg 005vn,msi,Intel,,,,16,DDR5,5600,512,14.0,2880 x 1800,120,Intel,1.7,"4-cell, 55.2WHr",24490000
MSI Katana 15 Hx B14wek 295vn,msi,Intel,I9,91,1.6,16,DDR5,5600,512,15.6,2560 x 1440,165,NVIDIA,2.4,4 cell / 75 Whr,37690000
MSI Katana 15 Hx B14wfk 294vn,msi,Intel,I9,91,1.6,16,DDR5,5600,512,15.6,2560 x 1440,165,NVIDIA,2.4,4 cell / 75 Whr,40190000
